MOFname,smi
"mof_unit_pretest_56.cif
",O1/C(=C(\[C][CH]N(=O)=O)/[CH])/O[Cu]234(O[C](O[Cu]12(O/C(=C(/[CH])\[C][CH]N(=O)=O)/O3)(O[C](O4)c1cc(c(C(=[N])[N])cc1)N(=O)=O)N([CH])[C][CH]N(=O)=O)c1ccc(c(c1)N(=O)=O)C(=[N])[N])N([C][CH2])[CH]
"mof_unit_pretest_560.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C]C#C[C][O])(O[C]/[C]=C/C=[C]/[C][O])(O2)[O])C#CC(=O)O[V][O])[O])c1c2c(c(cc1)C(=O)[O])[C@H](C2)[O].[C]1[C][C@H](C1)[O].[O].[O][V][O].[CH2].[H].[CH2].[H]
"mof_unit_pretest_561.cif
",[C]1(/C(=C(/[C]Cl)\Cl)/[C]([C])Cl)O[Cu]234([Cu](N([C]([C])Cl)[C]([C])OCCC)(O[C](/C(=C(/[C])\Cl)/[C]([C])Cl)O2)(O1)(O[C](C#C[C])O4)O[C](C#C[C])O3)N([C]([C])Cl)[C]([C])OC[CH][CH2].[Cl].[H].[H].[O][CH][CH][CH2].[H].[H].[H].[O][CH]C[CH2].[H].[H]
"mof_unit_pretest_562.cif
",[CH]N=[Ni@@]([N]/C=C(\[C])/C1=CC=C([C][C]([N][Ni][N]/C=[C]/[C]/C=C\[C]=[CH])N(=O)=O)[C]=[C]1)(N1[CH]C(=CN1[Ni][N][CH])[C]([CH])[CH][C]=[CH])[N][CH].[CH]=N[Ni](=N[CH][C])(n1ncc(c1I)[C](/C=[C]/[CH])[C])N=[CH].[H].[N].C(=[C]\[C]/C=C\[C]=[CH])/[N].[CH][N].[C][C][C][CH][CH2].[CH]([CH2])I.[H].[CH]=[C]N(=O)=O.[C][C].[H]
"mof_unit_pretest_563.cif
",O1[C](O[V]2([O])(O[C](O[V]1([O])(O[C]/[C]=C(/[C]([C]=[CH])[C]/C=C\[CH])\[N][O])(O2)[O])C#C[C])O[C]C#C[CH])C(=[CH])/C(=C(\[C])/c1ccccc1)/N(=O)=O.O1[C](O[V]2([O])(O[C](O[V]1([O])(O[C]/[C]=C(/[C]([C]=[CH])/[C]=C/C=[CH])\[N][O])(O2)[O])C#C[C])O[C]C#C[CH])C(=[CH])/C(=C(\[C])/c1ccccc1)/N(=O)=O.[H].[H].[CH]=[CH].[CH]=[CH].[O].[O]
"mof_unit_pretest_564.cif
",[C]1(c2ccc(C(=[CH])[C]CC)cc2CC)O[Zn]23(N4[CH]C=C(C=C4)/C(=[C]\NC)/[C]NC)O[C](c4ccc(C(=[CH])[C]CC)cc4CC)O[Zn](N4[CH]C=C(C=C4)/C(=[C]\NC)/[C]NC)(O1)(O[C]([C])O3)O[C]([C])O2.[H].[H]
"mof_unit_pretest_565.cif
",[C]1([C])O[Zn]23([N])O[C]([C])O[Zn]([N])(O1)(O[C](c1c(cc(c(c1Cl)Cl)[C])F)O3)O[C](c1c(c(c(cc1F)[C])Cl)Cl)O2.[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_566.cif
",[C]1(C(=[CH])[C][CH2])O[Zn]23(N([CH])[C][CH2])O[C](/C(=C/[C])/[C]([C])/C=C\[C])O[Zn](N([C][CH2])[CH])(O1)(O[C](/C(=[C]\OC[CH2])/[C][CH2])O2)O[C](/C(=C/[C])/[CH][C])O3.[CH].[H].[H].[H]
"mof_unit_pretest_567.cif
",[C]1(/C(=[C]\Cl)/[C]C(=O)O)O[Zn]23(N([CH])[CH])O[C](/C(=[C]\C(=O)O)/[C]Cl)O[Zn](N([CH])[CH])(O1)(O[C](C1=CC=[C]C(=C1Cl)[C]C=[CH])O3)O[C](C1=C(C(=[C]C=C1)[C]C=[CH])Cl)O2
"mof_unit_pretest_568.cif
",C(=O)(C1=CC=[C][C]=C1C=[CH])[O].[C]1(C2=CC=[C][C]=C2C=[CH])O[Cu@]2([Cu](O1)O[C](C1=C[C]=[C]C=C1)O2)/N=C/[C](C(=[CH])[C])[NH].C(=O)(C1=CC=[C][C]=C1C=[CH])O[Cu](N1[C][C]=C(C(=C1)N)[CH])OC(=O)C1=CC=[C][C]=C1C=[CH].[C]1=[C]C=CC(=C1)C(=O)[O].[C]1=[C]C=CC(=C1)C(=O)O[Cu](N1[CH]C=C[C]=[C]1)OC(=O)C1=C[C]=[C]C=C1.C(=C\[CH])\[N].[C][C][C].[C]N.[CH].[H].[H].[H].[H].[H].[H].[NH].[H]
"mof_unit_pretest_569.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C][C][C]1[C]([C][C][O])CC1)(O[C]C1=C2C(=C([C]=[C]1)[C][O])C=[C]C=C2)[O])c1c2c(c(c(c1)N(=O)=O)C(=O)[O])[C@H]([C@H]2N(=O)=O)N(=O)=O)([O])[O])c1c2c(c(cc1)C(=O)O[V])CC2.[CH]/C=C\[C].[H].[CH]=[CH].[O].O=[V].[O].[O].[N][O].[O]
"mof_unit_pretest_57.cif
",[Zn@@]123O[Zn@]45O[C](O[Zn](O[C](O3)c3c6cc(c(cc6c([C]6O[Zn@@]78O[Zn@]9(O[C](O[Zn](O/C(=[C]\[C]C=[CH])/O8)O[C](O[Zn](O[C](O9)C(=[CH])[C]/C(=[C]/C=O)/C=O)O6)c6c8ccc(cc8c([C]8O[Zn]9O[C](O[Zn@@]%10%11O[Zn@](O[C](O9)C(=[CH])[C]C=[CH])(O[C](O%11)C(=[CH])[C]=[CH])O[C](O[Zn](O8)O/C(=[C]\[CH])/O%10)c8c9cc(c(cc9c([C]9O[Zn@@]%10%11O[Zn@]%12(O[C](O[Zn](O[C](O%11)[C]=[CH])O[C](O[Zn](O/C(=C(\[C]C=[CH])/[CH])/O%12)O9)C(=[CH])[C]=[CH])/C(=[C]\C=O)/[C]/C=[C]/C=O)O[C](O%10)c9c%10cc(ccc%10c([C](O4)O2)cc9C=O)C=O)c(c8C=O)C=O)C=O)C=O)/C(=[C]\C=O)/[C]/C=[C]/C=O)c(c6)C=O)C=O)/C(=[C]\C=O)/[C]/C=[C]/[CH])O[C](O7)/C(=[C]\C=O)/[C]/C=C(\[C])/C=O)c(c3C=O)C=O)C=O)C=O)O[C](O[Zn](O[C](O5)/C(=[C]\C=O)/[C]/C=[C]/[CH])O/C(=C(/[C][C]([C]C=O)C=O)\[CH])/O1)/C(=[C]\[CH])/[C]=C/C(=[CH])C=O)/[C]=[C]\C=[CH].[C](=[C]\C=O)/[C].[C](=[C]\C=O)/[C].[CH].[CH].[O].[O].[H].[O].[CH]=O.[CH]=O
"mof_unit_pretest_570.cif
",[O]C(=O)c1c2ccccc2c(C(=O)O[Zn]OC(=O)c2c3=C[C]=[C]C=c3c([C]3O[Zn]O[C](O[Zn](O3)N([C][C]C)[C][CH])c3c4ccccc4c(C(=O)O[Zn](OC(=O)c4c5ccccc5c(C(=O)[O])cc4C=O)/N=[C]\[C]([C]C)C)c(c3)C=O)c(c2)C=O)cc1C=O.[H].[H].[C][CH2].[C](/C=[C]/[N])C=O.[C](/C=[C]/[N])C=O.[C]C.[C][C]=O.[C]C=O.[H].[H].[H].[H]
"mof_unit_pretest_571.cif
",[O][V](O[C]c1cc(c2ccc3c4=CC(=[C]C=c4cc(c3c2c1)OC)[C][O])C=O)(O/[C]=[C]\C=[CH])[O].[O][V](OC(=O)c1cc(c2ccc3c4C=C([C]=Cc4cc(c3c2c1)O[C])C(=O)[O])C=O)O/[C]=C\C=[CH].[O].[O].[C][C].[CH]=[C]O[V][O].[H].[H].[O][V][O].[O].[O].[O].[O][CH2].[H].[O]C.[H].[H].[H]
"mof_unit_pretest_572.cif
",[C]1(/C(=C/[C])/C=[C])O[Zn]23(N(C=[CH])[CH][C])O[C](/C(=C/[C])/C=[C])O[Zn](N(C=[CH])[CH][C])(O1)(O[C](C1=CC(=[C]C(=C1)[CH])[CH])O3)O[C](C1=CC(=[C]C(=C1)[CH])[CH])O2.[CH](C)[O].[CH](C)[O].[H].[H]
"mof_unit_pretest_573.cif
",c1([C]C=[CH])cc(C(=O)[O])c(c(C(=O)[O])c1)F.C(=O)(c1cc([C]C=[CH])cc(C(=O)[O])c1F)[O].C(=O)(c1cc([C]C=[CH])cc(C(=O)[O])c1F)[O].C(=O)(c1cc(/[C]=C/[CH])cc(c1F)C(=O)[O])[O].C(=O)(c1cc([C]C=[CH])cc(c1F)C(=O)[O])[O].C(=O)(c1cc([C]C=[CH])cc(c1F)C(=O)[O])[O].[Zn].[Zn].[Zn].[Zn].[Zn].[Zn]
"mof_unit_pretest_574.cif
",[C]1(C2=C(C=[C]C=C2S([O])([O])O)S([O])([O])O)O[Zn]23(N4[C](C=[C]C=C4S([O])([O])O)S([O])([O])O)O[C](C4=C(C=[C]C=C4S([O])([O])O)S([O])([O])O)O[Zn](N4[C](C=[C]C=C4S([O])([O])O)S([O])(O)[O])(O1)(OC(=[C])O3)OC(=[C])O2
"mof_unit_pretest_575.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C][C][C]1[C]([C][C][O])CC1)(O/[C]=[C]\C=C/[C]=[C]\[O])[O])c1c2c(c(cc1)C(=O)[O])CC2)([O])[O])c1c2c(c(cc1)C(=O)O[V][O])C[C@@H]2N(=O)=O.[H].[H].[CH]=[CH].[O][V][O].[O]
"mof_unit_pretest_576.cif
",Brc1c2c3=CN(C=Cc3cc(Br)c2c2=CN(C=Cc2c1)[Cu@@](OC(=O)C1=C(C(=[C][C]=C1)[C]C(=[CH])O)O)(O[C]/[C]=[C]\[C]/C(=C(\[CH])/O)/Br)[O])[Cu@](OC(=O)C1=C(C(=[C][C]=C1)[C]C(=[CH])O)O)(O[C]/[C]=[C]\[C]=C(/Br)\C(=C/[C])\O)[O].Br[C].Br/[C]=[C]\O.Br[C].Br[C].[H].[H].[OH]
"mof_unit_pretest_577.cif
",[C]1([C]([C][NH])[C][NH])O[Zn@@]23O[Zn@@]4(O[C]([C]5[C]([C]([C]5CCC)CCC)C[CH][CH])O[Zn](O[C]([C]([C][NH])[CH])O[Zn](O[C]([C]5[CH][CH][C]5NC)O2)O[C]([C@@]25[C@@H]6[C@@H]7[C@]5([C@@H]5[C@H]2[C@]6([C@]75[C]2O[Zn@@]56O[Zn@@]7(O[C]([C]([C][NH])[C][NH])O6)O[C]([C]6[CH][CH][C]6NC)O[Zn](O[C]([C]([C][NH])[CH])O[Zn](O[C]([C]6[C]([C]([C]6CCC)CCC)C[CH][CH])O5)O/C(=[C]/[C][NH])/O7)O2)CCC)CCC)O4)O/C(=[C]/[C][NH])/O3)O1.[C][CH2].[C][CH2].[CH].[CH].[CH]=[C]NC.[CH]=[C]NC.[CH2].[H].[CH2].[H].[CH].[H].[H].[CH].[H].[H].[CH2].[H].[CH2].[H].[CH2].[CH2].[H].[CH2].[CH2].[H].[CH].[H].[H].[CH].[H].[H].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_578.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C]C#C/[C]=C/C=[C]/C#C[C][O])(O[C]c1ccc2c(cc3=C(/C(=[C]/[C][O])/F)[C]=CC(=c3c2c1)F)F)[O])C#Cc1ccc(cc1)C#CC(=O)[O])([O])[O])c1cc(c2cc(c3c4cc(ccc4cc(c3c2c1)F)C(=O)O[V][O])[C]=O)F.[CH]=[CH].[CH]=[CH].[O][V][O].[O].[OH]
"mof_unit_pretest_579.cif
",[O][V](O[C][C]=[CH])(O[C][C])[O].[O][V](O[C][C]=[CH])(O[C][C])[O].[O][V](OC(=O)c1ccc2c(c1)c1c(c3cc(C(=O)O[V]([O])O[C]/[C]=[C]\C=C/[C])ccc3cc1C#N)c(c2)C#N)O[C]/[C]=[C]\C=C/[C].[O].[O].[O].[O].C1=CC=[C][C]=[C]1.C1=[C][C]=[C]C=C1.[CH][C].[CH][C].[H].[H].[H].[H].C(=[CH])/C(=C/[C])/[C].C(=[CH])/C(=C/[C])/[C].[C].[C].[C]#N.[C]#N
"mof_unit_pretest_58.cif
",[C]12C3=CC(=[C]C(=C3)[C]C(=[CH])F)[C]O[Zn]([O])([O])O[C]C3=[C]C(=CC(=C3)[C]3O[Zn@@]45O/C/6=C(\C7=[C][C]=C(C8=C(C=C(/[C]=C/9\O[Zn@]%10%11O[C]%12C%13=CC(=C%14[C]%15C(=[C]C(=C%14)F)[C]=C(C=C%13%15)F)[C]%13O[Zn@]%14%15O[C](C(=[CH])[C]/C=C(\[C][C]/C(=C\[C]/[C]=C\%16/O[Zn@@]%17(O1)O[C](C1=CC(=C%18[C]%19C(=[C]C(=C%18)F)[C]=C(C=C1%19)F)[C](O[Zn@](O6)(O[C](C1=CC(=[C]C(=C1)[C]=O)/[C]=C(/[CH])\F)O5)O3)O4)O[Zn@@](O2)(O[C](C1=CC(=[C]C(=C1)[C]=O)/[C]=C(/[CH])\F)O%17)O%16)/F)/F)O[Zn@@](O%13)(O[C](C1=CC(=[C]C(=C1)[C]O[Zn]([O])([O])O[C]C1=CC(=CC(=[C]1)/[C]=C(/[CH])\F)[C](O[Zn@](O%12)(O9)O[C](C1=CC(=[C]C(=C1)[C]C(=[CH])F)[C]=O)O%11)O%10)/[C]=C(/[CH])\F)O%14)O[C](C1=CC(=[C]C(=C1)[C]C(=[CH])F)[C]=O)O%15)[C]=[C]8)F)C(=C7)F)/[C])[C]C(=[CH])F.[H].[H].[H].[H].[H].[H].[H].[H].[H].[O][Zn].[O].[O][Zn].[O]
"mof_unit_pretest_580.cif
",C(=O)(C1=C[C]=[C]C(=C1)[C]C=[CH])O[Cu@](N1C(=Cc2c(=C1)c1c(c3=CN(C(=Cc3cc1)C(=O)[O])[Cu](OC(=O)C1=CC(=[C][C]=C1)[C]C=[CH])([O])[O])cc2)C(=O)O)(O[C])O[C][C]([CH])[CH].[C][S]([O])[O].[C][S]([O])[O].[CH][C][CH].[H].[H].[H].[OH].[OH]
"mof_unit_pretest_581.cif
",[C]1(c2c(cc([C])c(c2)OC)CCC)O[Cu]234([Cu](N5[CH]C(=C(C(=C5CCC)CCC)[C])OC)(O[C](c5c(cc([C])c(c5)OC)CCC)O2)(O1)(O[C]([C])O4)O[C]([C])O3)N1[CH]C(=C(C(=C1CCC)CCC)[C])OC.[CH][CH]C.[H].[H].[CH][CH]C.[H].[H]
"mof_unit_pretest_582.cif
",[C]1(C(=[CH])[C][C]([C]Br)Br)O[Cu]234([Cu](N(/[C]=C/[CH])[CH])(O1)(O[C](c1ccc([C])cc1)O2)(O[C](C(=[CH])[C]C=[CH])O3)O[C](c1ccc(c(c1)Br)[C])O4)N(/[C]=C/[CH])[CH].[H].[Br]
"mof_unit_pretest_583.cif
",[Ba](O[P@@](=O)([C]1C=C(C=C([CH]1)N1C(=O)C2=C[C]=[C]C3=[C]C=CC(=C23)C1=O)P([O])[O])OCC)O[P@](=O)(C1=C[C]=CC(=C1)C(=[CH])[CH])OCC.[Ba](O[P@](=O)([C](/C=[C]/[N]C(=O)/[C]=C/[CH])C=[C])OCC)OP([O])O[CH][CH2].Br[C@H](C)O[P@@](=O)(c1cc(cc(c1)C(=[CH])[CH])P([O])O[C@@H](Br)C)[O].[CH].[C]1=C([C]=CC=C1[C]=O)[C].C(C)OP(=O)=O.[CH][CH2].[CH2]C.[H].[H].[H].[H].[O].[O]
"mof_unit_pretest_584.cif
",[O][V]([O])(O/[C]=[C]\C=C/[C][N]C(=O)C1=CC(=C([C]=[C]1)C(=O)[N]/[C]=C(/[CH])\N)N)O[C]=[CH].O(C(=O)c1cc(c(N2C(=O)c3ccc4C(=O)N(C(=O)c5c4c3c(cc5)C2=O)c2ccc(cc2)C(=O)[O])cc1)O)[V]([O])O[C]=[CH].[O].[O].[CH]=[C]O[V][O].[C](=[C]\C=C(/[C]=[C]\[O])\N)\[O].[C](C=[CH])[C][O].[CH]=[CH].[CH]=[C]O[V].[O].[O].[O].[O]
"mof_unit_pretest_585.cif
",[C]1(c2c(cc([C])cc2)OC)O[Cr]234O[C](c5c(cc(C#Cc6cc(c([C]7O[Cr@@]89O[C](c%10c(cc([C])cc%10)OC)O[Cr]%10%11(O[C](c%12c(cc(C#[C])cc%12)[O])O[Cr](O[C](c%12c(cc(C#[C])cc%12)OC)O9)(O[C](C9=C[C]=C([C])C=C9[O])O8)(O[C](C8=C[C]=C([C])C=C8[O])O%10)O%11)O7)cc6)OC)cc5)OC)O[Cr@@]5(O[C](C6=C(C=C([C])[C]=C6)[O])O[Cr](O[C](C6=C(C=C([C])[C]=C6)[O])O3)(O[C](C3=CC=[C]C=C3OC)O2)(O[C](C2=CC=[C][C]=C2OC)O5)O4)O1.[H].[H].[H].[H].[H].[CH2].[H].[CH2].[H].[CH2].[H].[CH2].[H].[CH2].[H]
"mof_unit_pretest_586.cif
",C\1(=C/[CH][C](CC[CH])[CH][C]2O[Cr]([O])([O])O/C(=C/[CH])/O[Cr]34(O/C(=C/[C])/O[Cr](O3)O[C](C3=[C][C]=C(c5ccccc35)[C]3O[Cr]5O[Cr]6(O/C(=C\[CH])/O[Cr@@]([O])(O[C]([CH][C]([CH]/C=C/7\O[Cr]89%10O[Cr]%11(OC(=[CH])O[Cr@@](O7)(O/C(=C\C(=C/C=[C]\[O])\CCC)/O%11)O[C](C=[CH])O%10)(O[C]O9)O[C]([C](C7=C[C]=[C]C=[C]7)[C]C=[CH])O8)CCC)O6)O[C])(O[C](C=[C])O5)O3)O4)O2)/O[Cr]234O[C](/[C]=[C]\C=[CH])O[Cr]5(O[C](C=[CH])O3)(O2)O[C]([CH][C]([CH][CH][C][O])CCC)O[Cr@@](O1)(O[C](C=[CH])O4)O/C(=C/[C])/O5.[CH]/C=C\[CH].[CH][C]=O.[CH].[CH].[CH].[CH].[CH]=[CH].[H].[H].[H].[H].[H].[H].[H].[O]
"mof_unit_pretest_587.cif
",C(=O)(C1=C[C]=[C]C(=C1)[C]C=[CH])O[Cu@](N1C=Cc2c(=C1)c1c(c3=CN(C=Cc3cc1)[Cu@](OC(=O)C1=CC(=[C][C]=C1)[C]C=[CH])(O[C])[O])cc2)(O[C][C]=[CH])[O].[C][C]C1=CC(=CC(=[C]1)O)OC.[C]C1=[C]C(=CC(=C1)OC)O.[CH].[H].[H].[H].[H]
"mof_unit_pretest_588.cif
",[C]1(/C(=[C]\Br)/[C]Br)O[Cu]234([Cu](N([CH])[CH])(O[C](/C(=[C]\Br)/[C]Br)O2)(O1)(O[C](C1=CC(=[C]C(=C1Br)[C]Br)[C]Br)O4)O[C](C1=C(C(=[C]C(=C1)[C]Br)[C]Br)Br)O3)N([CH])[CH]
"mof_unit_pretest_589.cif
",[C]([C]=[CH])O[Cu](N1C(=C(N(C(=C1OC)OC)[Cu]([O])(O[C][C]=[CH])([O])O[C]C1=C(C(=[C]C(=[C]1)[O])[C]C=[CH])OC)OC)OC)([O])([O])O[C]C1=[C][C]=[C]C(=C1OC)[C]C=[CH].[C][O].[C]OC.[H].[H].[O][CH].[H].[H].[CH2].[H].[CH3]
"mof_unit_pretest_59.cif
",C(=[C]\[C]C=[CH])/N=[Ni@](N=[CH])([N][C]([C][C]/C=C\[C][C][CH][N][Ni@@](=N[CH][C][C]C=[CH])([N][C]c1ccccc1)[N][C]N)c1ccccc1)[N][CH].C(=[C]\[C]C=[CH])/N=[Ni@@](/N=C/[C][C][CH]c1ccccc1)([N][C]c1ccccc1)[N][CH].C(=N\[Ni]1=NN=[Ni](/N=C/[C][C]C=[CH])[N@@]2[CH]C(=CN12)[C@@]12[C@@H](C[C@@](C3=C(N4[N@]([C]3N)[Ni](N3C=C([C]/C=C\[C][C]([C])[C])[CH][N@]3[Ni]4[N][CH][C][C]C=[CH])[N][CH][C][C]C=[CH])N)(C[C@@H]1c1ccccc1)CC2)c1ccccc1)/[C][C]C=[CH].[CH]([C][C]C=[CH])N=[Ni@]([N][C]c1ccccc1)([N][CH])[N]C(=[NH2])[C][C][CH2].[CH][N].[CH][N].[CH]c1ccccc1.[CH2].[CH].[C]([N])[C]C=[CH].[C]([N])[C]C=[CH].[CH].[CH]=[CH].[CH]=[CH].[H].[H].[CH]=C[CH].[CH]=C[CH].[C]/C=C\[CH].[CH]=[CH].[C]/C=C\[CH].[CH]=[CH]
"mof_unit_pretest_590.cif
",[C]1(C(=[CH])[C]C=O)O[Cu]234([Cu](N([C]C=O)[CH])(O[C](C(=[CH])[C]C=O)O2)(O1)(OC(=C([CH][C])[CH][C])O4)OC(=C([CH][C])[CH][C])O3)N([C]C=O)[CH].[H].[H]
"mof_unit_pretest_591.cif
",[C]1(C(=[CH])[C]C=[CH])O[Cu]234([Cu](N([C]=[CH])[CH])(O1)(O[C](/C(=C/[C])/[C]([C])/C=C\[C])O2)(O[C](C(=[CH])/[C]=C/[C])O3)O[C](/C(=C/[C])/[CH][C])O4)N([C]/C=C\[C])[CH].[CH].[H].[H].[H].S([O])O.[O]
"mof_unit_pretest_592.cif
",C1(=C([C][CH2])[CH])O[Cu]234([Cu](N([C][CH2])[CH])(O1)(O[C](C([CH])([C]O[CH][CH])[CH])O2)(OC(=C([C][CH]OC[CH][C])[CH])O3)O[C](C([CH])([C]O)[CH])O4)N([CH])[C][CH2].[CH2].[H].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_593.cif
",[C]1([C@]23[C@@](C[C@]([C]4O[Cu@]5([Cu@](N([CH2])[CH])(O[C]([C@@]67[C@](C[C@@](C(=O)[O])(C[C@]6(F)Cl)C(C7)(F)F)(F)Cl)O5)O4)N([CH2])[CH])(C[C@@]2(F)Cl)C(C3)(F)F)(F)Cl)O[Cu@@]2([Cu@](N([CH2])[CH])(O1)O[C]([C@@]13[C@](C[C@@](C(=O)[O])(C[C@]1(F)Cl)C(C3)(F)F)(F)Cl)O2)N([CH2])[CH].C(=O)([C@]12[C@@](C[C@](C(=O)[O])(C[C@@]1(F)Cl)C(C2)(F)F)(F)Cl)[O].[CH]F.[CH]F.[CH]F.[CH]F.[F].[F].[F].[F]
"mof_unit_pretest_594.cif
",C1(=C([CH])[CH])O[Cu]234([Cu](N([CH])[CH])(O1)(O[C](C#CC([CH2])([CH2])[CH2])O2)(OC(=C([CH])[CH])O3)O[C](C#CC([C](C#N)C#N)([CH]NC)[CH]NC)O4)N([CH])[CH]
"mof_unit_pretest_595.cif
",[C]1(C(=[CH])[C]/C(=[C]/Cl)/Cl)O[Cu]234([Cu](N([C][C]([CH])Cl)[C]Cl)(O1)(O[C](C#CC([CH]Cl)([CH2])[CH2])O2)(O[C](C(=[CH])[C]C=[CH])O3)O[C](C#C[C@@]([CH]Cl)([C](Cl)Cl)[CH2])O4)N([C]/C=[C]/Cl)[C]Cl
"mof_unit_pretest_596.cif
",O1/C(=C(\[C][CH]F)/[C]N(=O)=O)/O[Zn]23(O[C](O[Zn]1(O/C(=C(/[CH])\[C][C](N(=O)=O)N(=O)=O)/O2)(O[C](O3)[C@]([C](F)F)([CH]F)[C](F)N(=O)=O)N([C]F)[C][CH]N(=O)=O)C([CH]N(=O)=O)([CH]N(=O)=O)[C](N(=O)=O)N(=O)=O)N([C][C](F)F)[C]N(=O)=O
"mof_unit_pretest_597.cif
",[C]1(C2=CC(=[C]C=C2C=O)[C]C=[CH])O[Zn]23(N4[CH]C=[C]C(=C4)[C]C=[CH])O[C](C4=C(C=[C]C(=C4)[C]C=[CH])C=O)O[Zn](N4[CH]C=[C]C(=C4)[C]C=[CH])(O1)(O[C](C([CH])([C]C=O)[CH])O3)O[C](C([CH])([C]C=O)[CH])O2
"mof_unit_pretest_598.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C]C#C[C]/C=C\[C]C#C[C][O])(O[C]c1ccc2[C]=[C]c3c4[C]=C(C=Cc4ccc3-c2c1[C]/C=C\[CH])[C][O])[O])C#Cc1ccc(cc1)C#CC(=O)[O])([O])[O])c1ccc2ccc3c4cc(ccc4ccc3c2c1)C(=O)O[V][O].[H].[H].[H].[CH]=[CH].[O][V][O].[O].[CH]=[CH]
"mof_unit_pretest_599.cif
",C(=O)(/C=C/C(=O)O[Cu]([N])OC(=O)[CH]/C=C\1/O[Cu@@]2([Cu@@]([N])(O/C(=C/[CH]C(=O)O[Cu]([N])OC(=O)/C=C/C(=O)[O])/O2)O1)[N])[O].[C].[C].[C]O.[C]O.[H].[H].[O].[O].[O].[O].[O].[O]
"mof_unit_pretest_6.cif
",[O][V]([O])(O/[C]=[C]\C=C/[C]N1C(=O)c2c3c(C1=O)ccc1c3c(c(c2)[C])[C]N(C1=O)[C]C=[CH])O[C]=[CH].O(C(=O)c1ccc(N2C(=O)c3ccc4C(=O)N(C(=O)c5c4c3c(cc5)C2=O)c2ccc(cc2)C(=O)[O])cc1)[V]([O])O[C]=[CH].[O].[O].[CH]=[C]O[V][O].[O].[C](/C=[C]/OCC)[C][O].[CH]=[CH].[CH]=[C]O[V].[O].[O].[O].[O].[O].[OH]
"mof_unit_pretest_60.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C]/[C]=C/C1=[C][C]=C(C=C1NC)/C=[C]/[C][O])(O[C][C]/C=C\[C][C][O])(O2)[O])c1cc2c3c(c1)ccc1c3c([C]=[C]2)cc(c1Br)C(=O)[O])[O])c1c2c(c(cc1)C(=O)O[V][O])CC2.[C]1[C]CC1.[CH]=[C]/C=C\[C]=[C]/Br.[H].[O][V][O].[O].[NH][CH2].[H]
"mof_unit_pretest_600.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C]C#C[C]/C=C\[C]C#C[C][O])(O[C]c1ccc2c(cc([C][C]([C][C][O])I)c([C])c2c1I)I)[O])C#Cc1cc(c(cc1)C#CC(=O)[O])I)([O])[O])c1ccc2ccc3c4cc(cc(c4ccc3c2c1N)I)C(=O)O[V][O].C(=[CH])[C]=[CH].[H].[CH]=[C]I.[O][V][O].[O]
"mof_unit_pretest_601.cif
",O1[C](O[Zn]23(O[C](O[Zn]1(O[C](O2)C(=[CH])[C][CH][C])(O[C](O3)C1=CC(=[C]C=C1)[C]/C=[C]/N(=O)=O)N([C][C]N(=O)=O)[C]N(=O)=O)C1=CC(=[C]C(=C1I)[C]C=[CH])[N][O])N(/[C]=C/C=[CH])[CH])[C]([C]C=[CH])[C]N(=O)=O.[I].[O]
"mof_unit_pretest_602.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C][C@@]12[C][C@H]3[C@@H]1[C@@H]([C]2)[C]3[C][O])(O[C][C]/C(=C(\[C])/C=C\[C][C][O])/Br)[O])[C@]12[C@H]3[C@@H]4[C@@]5([C@H]3[C@H]1[C]5[C@]24Cl)C(=O)O[V][O])([O])[O])c1ccc2c(c1Br)ccc(c2)C(=O)[O].[CH]=[CH].[CH].[H].[CH].[H].[O][V][O].[O].[Br]
"mof_unit_pretest_603.cif
",[C]1(C(=[CH])[C][CH2])O[Cr]234O[C](c5c6CCc6c([C]6O[Cr@]78O[C]([C][C][CH])O[Cr]9%10(O[C]O[Cr](O[C]([C]([C][CH2])[CH])O8)(O[C](C8=CC=[C][C]=[C]8)O9)(O6)O%10)O[C](C6=[C][C]=[C]C=C6)O7)cc5)O[Cr@@]5(O[C]([C]=[CH])O[Cr](O[C]O2)(O[C]O5)(O3)O[C](C(=[CH])[C])O4)O1.[CH][CH].[CH][CH].[C][CH].[C][CH2].[C][CH].[CH].[CH2].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_604.cif
",O1/C(=C(\[C][CH2])/[CH])/O[Zn]23(O[C](O[Zn]1(O/C(=C(/[CH])\[C][CH]N(=O)=O)/O2)(O[C](O3)C([C]N(=O)=O)([CH])[CH])N([CH])[C][CH]O)C([CH])([CH])[CH])N([C][C](O)O)[CH]
